L_id	headword	headword_slp1	root	root_slp1	root_source	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
4719	avakuñcana	avakuYcana					karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	pratyayaH, tAdfSaM karmma” vE0 sU0 u0 . karaRe lyuw “ata
4723	avakṛṣya	avakfzya	kṛṣa	kfza	local	ava	karmaRi	object (karmaṇi)	kyap	kyap	Participle	kṛt affix 'kyap' -> -ya; future passive participle / gerundive | anubandha: k = kit -> no guṇa; p = pit -> anudātta		WIL	avakfzya¦ tri0 ava + kfza karmmaRi kyap . 1
4731	avakranda	avakranda	kranda	kranda	local	ava	kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	avakranda¦ tri0 ava + kranda karttari ac . 1
4731	avakranda	avakranda					BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	ndate svAhA'vakrandAya svAhA” ya0 227 . BAve GaY nocE
4731	avakranda	avakranda					BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	0 227 . BAve GaY nocEH 2 krandane pu0 . BAve lyuw avak
4732	avakrama	avakrama	krama	krama	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avakrama¦ pu0 ava + krama--BAve GaY . av
4735	avakruṣṭa	avakruzwa	kruśa	kruSa	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avakruzwa¦ tri0 ava + kruSa--karmmaRi kta . kf
4737	avakleda	avakleda	klida	klida	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avakleda¦ pu0 ava + klida--BAve GaY . pA
4738	avakṣaya	avakzaya	kṣi	kzi	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	avakzaya¦ pu0 ava + kzi--BAve ac . vf
4739	avakṣayaṇa	avakzayaRa	kṣi	kzi	nearest-root		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avakzayaRa¦ na0 ava + kzi--Ric--BAve lyuw . av
4740	avakṣipta	avakzipta	kṣipa	kzipa	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avakzipta¦ tri0 ava + kzipa--karmmaRi kta . kf
4741	avakṣīṇa	avakzIRa	kṣi	kzi	nearest-root		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	1 avakzayaprApte vinASonmuKe padArTe . BAve kta . 2
4743	avakṣepaṇa	avakzepaRa	kṣipa	kzipa	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avakzepaRa¦ ava + kzipa--BAve lyuw . aD
4743	avakṣepaṇa	avakzepaRa					BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	gamanaM karmmARyetAni paYca ca” BAzA0 . BAve GaY . av
4743	avakṣepaṇa	avakzepaRa					karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	BAzA0 . BAve GaY . avakzepo'pyatrArTe . karaRe lyuw NIp
4747	avagaṇita	avagaRita	gaṇa	gaRa	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avagaRita¦ tri0 ava + gaRa--karmmaRi kta . 1
4753	avagama	avagama	gama	gama	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avagama¦ pu0 ava + gama--BAve GaY . 1
4756	avagāhya	avagAhya	gāha	gAha	local		karmaRi	object (karmaṇi)	ṇyat	Ryat	Participle	kṛt affix 'ṇyat' -> -ya; future passive participle / gerundive ('-ya') | anubandha: ṇ = ṇit -> vṛddhi (7.2.115); t = tit svarita accent		WIL	avagAhya¦ tri0 ava + gAha--karmmaRi Ryat . 1
4757	avagīta	avagIta					BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	de 2 duzwe 3 garhite 3 muhUrdfzwe medi0 BAve kta . 4
4759	avaguṇṭhana	avaguRWana					karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	w . yozitAM 2 SiraHprAvaraRa kriyAyAm . karaRe lyuw . 2
4768	avagrahaṇa	avagrahaRa	graha	graha	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avagrahaRa¦ na0 ava + graha--BAve lyuw . 1
4769	avaghaṭṭa	avaGawwa					karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	iranDre 1 Cidre trikA0 [Page0419-a+ 38] karaRe GaY . 2
4769	avaghaṭṭa	avaGawwa					BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	. 2 Garawwe (yA~tA) pezaRayantramede . BAve GaY . 3
4769	avaghaṭṭa	avaGawwa	ghaṭṭanākriyāyām	GawwanAkriyAyAm	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	e . BAve GaY . 3 cAlane GawwanAkriyAyAm BAve lyuw . av
4770	avaghaṭṭita	avaGawwita	ghaṭṭa	Gawwa	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avaGawwita¦ tri0 ava + Gawwa--karmmaRi kta . cA
4775	avaghūrṇṇana	avaGUrRRana	bhramaṇe	BramaRe	local		BAve	action / abstract (bhāve)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	avaGUrRRana¦ na0 ava + GUrRRa--BramaRe BAve lyu . sa
4777	avaghoṣaṇa	avaGozaRa	ghuṣa	Guza	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avaGozaRa¦ na0 ava + Guza--BAve lyuw . sa
4778	avaghrāṇa	avaGrARa	ghrā	GrA	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avaGrARa¦ na0 ava + GrA--BAve lyuw . AG
4786	avacūrṇṇana	avacUrRRana	cūrṇṇa	cUrRRa	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	amiti SoDanaropaRAnIti” . ava + cUrRRa--BAve lyuw . 2
4786	avacūrṇṇana	avacUrRRana					BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	a yati ava + cUrRRa + avaDvaMsArTe Ric--BAve lyuw . 3
4787	avacūrṇṇita	avacUrRRita	peṣe	peze	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avacUrRRita¦ tri0 ava + cUrRRa--peze karmmaRi kta . 1
4792	avacchurita	avacCurita	chura	Cura	local		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avacCurita¦ na0 . ava + Cura--BAve kta . 1
4792	avacchurita	avacCurita	chura	Cura	nearest-root		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	kta . 1 awwahAse- svArTe kan tatrEva . karmmaRi kta . 2
4793	avaccheda	avacCeda	chida	Cida	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avacCeda¦ pu0 ava + Cida--BAve GaY . 1
4793	avaccheda	avacCeda	'nena	'nena	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	AkaraRe 6 vyAptO ca . avacCidyate 'nena karaRe GaY . iy
4800	avajñāna	avajYAna	jñā	jYA	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avajYAna¦ na0 ava + jYA--BAve lyuw . 1
4801	avajñeya	avajYeya	jñā	jYA	local		karmaRi	object (karmaṇi)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	avajYeya¦ tri0 ava + jYA--karmmaRi yat . 1
4810	avaḍīna	avaqIna	ḍī	qI	local		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avaqIna¦ na0 ava + qI--BAve kta . av
4815	avataraṇa	avataraRa	tṝ	tF	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avataraRa¦ ava + tF--BAve lyuw . tI
4815	avataraṇa	avataraRa	yena	yena	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	araRe ca yaH” suSru0 . avatIryyate yena karaRe lyuw . na
4816	avataraṇī	avataraRI	avatṝ	avatF	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	araRI¦ strI avatarati granTo'nayA avatF karaRe lyuw . gr
4817	avatāna	avatAna	tana	tana	nearest-root		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avatAna¦ pu0 ava + tana--GaY karmmaRi GaY . 1
4818	avatāra	avatAra	tṛ	tf	local	ava	karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avatAra¦ pu0 ava + tf karaRe GaY . 1
4818	avatāra	avatAra	pā	pA	nearest-root		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	e gajena saritaH saruzA'vatAre” mAGaH . BAve GaY . 2
4818	avatāra	avatAra	rūpeṇa	rUpeRa	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	purARAdO jYeyAH . avataratyanena rUpeRa karaRe GaY . ye
4819	avatāraṇa	avatAraRa					karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	Ana) 2 avaropaRe, 3 granTaprastAvane ca karaRe lyuw strI
4821	avatīrṇṇa	avatIrRRa	tṝ	tF	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avatIrRRa¦ tri0 ava + tF--karttari kta . 1
4822	avatūlana	avatUlana					BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	wwayati ava + tUla + avaGawwanArTe Ric--BAve lyuw . tU
4824	avatta	avatta	khaṇḍane	KaRqane	local		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avatta¦ tri0 ava + do--KaRqane karmmaRi kta . Ka
4827	avadaṃśa	avadaMSa	danśa	danSa	local		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	0 avadaSyate pAnarucyarTam ava + danSa--karmmaRi GaY . ma
4828	avadaraṇa	avadaraRa	dṛ	df	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avadaraRa¦ na0 ava + df--BAve lyuw . vi
4829	avadāgha	avadAGa	daha	daha	local	ava	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avadAGa¦ pu0 ava + daha BAve GaY nyaN
4831	avadāna	avadAna	rogamanena	rogamanena	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	e 4 SudDikaraRe, ca avadyati rogamanena karaRe lyuw . 5
4833	avadāraṇa	avadAraRa	dṝ	dF	nearest-root		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avadAraRa¦ na0 ava + dF--Ric--BAve lyuw . 1
4833	avadāraṇa	avadAraRa	dṝ	dF	nearest-root		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	e lyuw . 1 vidAraRe ava- yavaviBAjane . karaRe lyuw . 2
4834	avadārita	avadArita					karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	avadArita¦ tri0 ava + dF Ric karmmaRi kta . vi
4835	avadāha	avadAha	daha	daha	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	e prasidDA [Page0427-a+ 38] ava + daha--BAve GaY . 2
4839	avadoha	avadoha	duha	duha	local		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	avadoha¦ pu0 avaduhyate ava + duha--karmmaRi GaY . 1
4839	avadoha	avadoha	duha	duha	nearest-root		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	+ duha--karmmaRi GaY . 1 dugDe trikA0 . BAve GaY . 2
4841	avadyotana	avadyotana	dyuta	dyuta	nearest-root		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	avadyotana¦ na0 ava + dyuta--Ric--BAve lyuw . pr
